Store Name,Street Address,Address,Borough,"Zip 
Code",Year Awarded,"Program 
Wave",Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
GREEN CORNER OF NY LLC,801 FLUSHING AVE,,Brooklyn,11206,2020,8,40.701019,-73.940705,301,34,3071664,3031270027,491,BK0104
726 MEAT MARKET INC,726 BROADWAY,,Brooklyn,11206,2020,8,40.701171,-73.942667,301,33,3061510,3022760022,507,BK0103
711 BROOKLYN DELI CORP,711 FLUSHING AVE,,Brooklyn,11206,2020,8,40.700458,-73.944197,301,33,3061500,3022767502,507,BK0103
BNS HOT DELI CORP,773 PARK AVE,,Brooklyn,11206,2020,8,40.698174,-73.944451,303,36,3048408,3017320028,257,BK0301
EAGLE DELI AND GRILL INC,317 BUSHWICK AVE,,Brooklyn,11206,2020,8,40.705468,-73.939457,301,34,3071364,3030820001,485,BK0104
BUSHWICK DELI GROCERY CORP,285 BUSHWICK AVE,,Brooklyn,11206,2020,8,40.706409,-73.939619,301,34,3327968,3030730017,49302,BK0104
THE LUNCH BOX DELI CORP,204 BUSHWICK AVE,,Brooklyn,11206,2020,8,40.708767,-73.940031,301,34,3071014,3030450017,49302,BK0104
PAULA MARKET AND DELI CORP,276 HUMBOLDT ST,,Brooklyn,11206,2020,8,40.711173,-73.942114,301,34,3069626,3027900001,495,BK0104
MAJOR DELI AND GROCERY CORP,203 MAUJER ST,,Brooklyn,11206,2020,8,40.711063,-73.942161,301,34,3323054,3027890026,495,BK0104
SEM SEM DELI CORP,75 HUMBOLDT ST,,Brooklyn,11206,2020,8,40.704022,-73.940926,301,34,3071460,3030970024,491,BK0104
LORIMER DELI FOOD CORP,400 LORIMER ST,,Brooklyn,11206,2020,8,40.708821,-73.948497,301,34,3070864,3030320005,511,BK0104
ORANGE TREE ORGANIC MARKET CORP,121 GRAHAM AVE,,Brooklyn,11206,2020,8,40.705994,-73.942995,301,34,3071280,3030700026,505,BK0104
BONILLA CARLOS M,62 MANHATTAN AVE,,Brooklyn,11206,2020,8,40.704416,-73.944457,301,34,3071408,3030880035,491,BK0104
EXPRESS GROCERY AND DELI CORPORATIO,25 BEAVER ST,,Brooklyn,11206,2020,8,40.700609,-73.938376,304,34,3071711,3031330024,389,BK0401
128 T EDGECOMBE DELI CORP,128 EDGECOMBE AVE,,New York,10030,2020,8,40.820961,-73.945071,110,9,1060736,1020430001,259,MN1002
135 FUTURE LANDM CORP,24 WEST 135TH ST,,New York,10037,2020,8,40.813209,-73.938756,110,9,1053894,1017300052,212,MN1002
135TH STREET DELI AND GROCERY CORP,266 WEST 135TH ST,,New York,10030,2020,8,40.816213,-73.945877,110,9,1058855,1019400060,228,MN1002
141 FINEST DELI CORP,332 WEST 141ST ST,,New York,10030,2020,8,40.820958,-73.945375,110,9,1060914,1020480041,22102,MN1002
2278 DELI AND GROCERY INC,2278 7TH AVE,,New York,10030,2020,8,40.814546,-73.944268,110,9,1058817,1019390036,226,MN1002
477 FOOD CORP,477 LENOX AVE,,New York,10037,2020,8,40.813274,-73.94148,110,9,1058228,1019180036,226,MN1002
7TH AVE DELI GROCERY CORP,2417 ADAM CLAYTON POWELL JR BLVD,,New York,10030,2020,8,40.819208,-73.940835,110,9,1060083,1020100001,230,MN1002
ADAM 1 FOOD CENTER INC,2657 FREDERICK DOUGLAS BLVD,,New York,10030,2020,8,40.820741,-73.943464,110,9,1060752,1020430018,259,MN1002
BEST OF HARLEM CORP,585 LENOX AVE,,New York,10037,2020,8,40.817351,-73.938503,110,9,1060066,1020090029,230,MN1002
BIG APPLE GRILL DELI INC,521 LENOX AVE,,New York,10037,2020,8,40.814873,-73.940311,110,9,1058330,1019210029,228,MN1002
EL PATIO DELI CORP,2082 MADISON AVE,,New York,10037,2020,8,40.809627,-73.93782,111,9,1054307,1017560014,206,MN1102
ESAYI CORP,2461 ADAM CLAYTON POWELL JR BLVD,,New York,10030,2020,8,40.820418,-73.939952,110,9,1060128,1020120001,232,MN1002
FUNFAIR DELI CORP,537 LENOX AVE,,New York,10037,2020,8,40.815499,-73.939852,110,9,1060002,1020060029,228,MN1002
GOLDEN DELI GROCERY CORP,2210 5TH AVE,,New York,10037,2020,8,40.812473,-73.937835,110,9,1053891,1017300040,212,MN1002
HARLEM EMPIRE DELI INC,251 WEST 135TH ST,,New York,10030,2020,8,40.816238,-73.945895,110,9,1058868,1019410001,228,MN1002
JANET FOOD CORP,2630 FREDERICK DOUGLASS BLVD,,New York,10030,2020,8,40.819764,-73.944155,110,9,1089378,1020267501,230,MN1002
K AND S DELI CORP,429 LENOX AVE,,New York,10037,2020,8,40.811888,-73.942496,110,9,1058104,1019160031,226,MN1002
LENOX 551 DELI GROCERY CORP,551 LENOX AVE,,New York,10037,2020,8,40.815935,-73.939534,110,9,1060007,1020060036,228,MN1002
LENOX AND 132ND FOOD CORP,448 LENOX AVE,,New York,10037,2020,8,40.812396,-73.942095,110,9,1053885,1017300001,212,MN1002
LINCOLN DELI GROCERY INC 1,2095 MADISON AVE,,New York,10037,2020,8,40.809959,-73.937238,111,9,1054327,1017560049,206,MN1102
MANDS FOOD CORP,2482 7TH AVE,,New York,10030,2020,8,40.821167,-73.939431,110,9,1060456,1020300029,232,MN1002
MO DELI AND GRILL CORP,665 LENOX AVE,,New York,10037,2020,8,40.81925,-73.937114,110,9,1060141,1020120029,232,MN1002
MR 2497 FOOD CORP,2497 7TH AVE,,New York,10030,2020,8,40.821482,-73.939178,110,9,1060175,1020130061,232,MN1002
NUNEZ DOMINGO,2591 8TH AVE,,New York,10030,2020,8,40.818518,-73.945088,110,9,1060668,1020410047,22102,MN1002
RIMAR GOURMET DELI INC,2611 FREDERICK DOUGLAS BLVD,,New York,10030,2020,8,40.819097,-73.944665,110,9,1085457,1020427502,22102,MN1002
ROSANNA FOOD CORP,592 LENOX AVE,,New York,10037,2020,8,40.817088,-73.938669,110,9,1053937,1017370011,214,MN1002
WINSOME DELI INC,482 LENOX AVE,,New York,10037,2020,8,40.813266,-73.941458,110,9,1053897,1017300068,212,MN1002
1029 FOOD PLAZA INC,1203 Sutter Avenue,,Bronx,10453,2020,8,,,,,,,,
109 AJ DELI GROCERY CORP,1211 Liberty Avenue,,Bronx,10453,2020,8,,,,,,,,
124-176 MORRIS GROCERY CORP,241 Ridgewood Avenue,,Bronx,10453,2020,8,,,,,,,,
19 W BRONX DELI GROCERY CORP,224 Lincoln Avenue,,Bronx,10453,2020,8,,,,,,,,
48 BURNSIDE FOOD CORP,290 Arlington Avenue,,Bronx,10453,2020,8,,,,,,,,
58 BURNSIDE FOOD CORP,690 Linwood St.,,Bronx,10453,2020,8,,,,,,,,
60 WEST 183RD ST FOOD CORP,1075 Liberty Avenue,,Bronx,10453,2020,8,,,,,,,,
65 BURNSIDE MEAT MARKET CORP,3336 Fulton St,,Bronx,10453,2020,8,,,,,,,,
ADRIAN GROCERY STORE INC,1055 Blake Avenue,,Bronx,10453,2020,8,,,,,,,,
ALEX FOOD II CORP,1615 UNIVERSITY AVE,,Bronx,10453,2020,8,40.847317,-73.919933,205,14,2008983,2028780015,21501,BX0501
ALTAGRACIA GROCERY CORP,10 EAST 176TH ST,,Bronx,10453,2020,8,40.848576,-73.911408,205,14,2008209,2028500009,22701,BX0502
AMOR SUPERMARKET CORP,35 WEST 183RD ST,,Bronx,10453,2020,8,40.85885,-73.905292,207,14,2014231,2031970016,253,BX0701
BBC DELI GROCERY CORP,51 EAST TREMONT AVE,,Bronx,10453,2020,8,40.851275,-73.908322,205,14,2007940,2028290026,241,BX0502
BONAO MEATS AND PRODUCE II INC,82 EAST BURNSIDE AVE,,Bronx,10453,2020,8,40.853268,-73.905933,205,14,2007948,2028290045,241,BX0502
BURNSIDE AVE FOOD CENTER INC,111 EAST BURNSIDE AVE,,Bronx,10453,2020,8,40.853059,-73.905344,205,14,2013846,2031690059,241,BX0502
CRUZ MEAT CORP,2262 JEROME AVE,,Bronx,10453,2020,8,40.85815,-73.904025,205,14,2014063,2031860055,239,BX0503
GANDA DELI GROCERY CORP,129 WEST TREMONT AVE,,Bronx,10453,2020,8,40.850025,-73.913756,205,14,2008582,2028690001,243,BX0501
GAVA FOOD CORP,127 WEST BURNSIDE AVE,,Bronx,10453,2020,8,40.853829,-73.913899,205,14,2014850,2032210005,24502,BX0501
ILIANA DELI GROCERY LLC,25 EAST 176TH ST,,Bronx,10453,2020,8,40.848496,-73.910921,205,14,2008228,2028510036,23301,BX0502
JD DELI AND PIZZA INC,2207 JEROME AVE,,Bronx,10453,2020,8,40.857217,-73.904601,205,14,2014209,2031960038,239,BX0503
JESSICA SUPERMARKET CORP,1645 GRAND AVE,,Bronx,10453,2020,8,40.846985,-73.91513,205,14,2008449,2028660015,21502,BX0501
JULIAN GROCERY CORP,143 WEST BURNSIDE AVE,,Bronx,10453,2020,8,40.853898,-73.91434,205,14,2014851,2032210007,24502,BX0501
LA GRAN FAMOSA FOOD MARKET CORP,1704 GRAND AVE,,Bronx,10453,2020,8,40.848507,-73.914025,205,14,2008497,2028670030,217,BX0501
LA PODEROSA GROCERY STORE CORP,27 EAST 175TH ST,,Bronx,10453,2020,8,40.847498,-73.911887,205,14,2008212,2028500031,22701,BX0502
LOS COMPADRES - 1 GROCERY INC,21 WEST 176TH ST,,Bronx,10453,2020,8,40.848468,-73.913122,205,14,2008520,2028670155,217,BX0501
LOS PINOS FOOD CORP,148 EAST BURNSIDE AVE,,Bronx,10453,2020,8,40.852452,-73.904629,205,14,2101575,2028080082,23501,BX0502
LUCKY 3 CONVENIENCE AND DELI CORP,16 WEST 177TH ST,,Bronx,10453,2020,8,40.850097,-73.911399,205,14,2008373,2028610140,217,BX0501
MORRIS BEST DELI AND GRILL INC,16 EAST 183RD ST,,Bronx,10453,2020,8,40.858583,-73.903355,205,14,2014065,2031860063,239,BX0503
MY FAMILY DELI GROCERY CORP,54 EAST 181ST ST,,Bronx,10453,2020,8,40.855271,-73.904564,205,14,2013952,2031780031,241,BX0502
PALMAR MINI MARKET INC,2160 WALTON AVE,,Bronx,10453,2020,8,40.855644,-73.904491,205,14,2013969,2031800009,239,BX0503
PAN DELI GROCERY CORP,1893 ANDREWS AVE,,Bronx,10453,2020,8,40.85362,-73.913889,205,14,2009122,2028790204,24501,BX0501
PEGUERO GRAND GROCERY CORP,2241 GRAND AVE,,Bronx,10453,2020,8,40.858176,-73.90623,205,14,2014511,2032080015,251,BX0501
PRIMAVERA DELI GROCERY CORP,79 EAST BURNSIDE AVE,,Bronx,10453,2020,8,40.853301,-73.905973,205,14,2013956,2031780060,241,BX0502
PUNAL GROCERY CORP,218 WEST TREMONT AVE,,Bronx,10453,2020,8,40.85208,-73.91718,205,14,2008965,2028770521,20502,BX0501
RAYKELL FOOD CORP,78 WEST 183RD ST,,Bronx,10453,2020,8,40.859302,-73.906622,205,14,2014528,2032080036,251,BX0501
SABOR CRIOLLO GROCERY CORP,1841 GRAND CONCOURSE,,Bronx,10453,2020,8,40.848022,-73.907336,205,14,2007620,2028050023,23301,BX0502
SAZON DELI GROCERY CORP,131 EAST 183RD ST,,Bronx,10453,2020,8,40.857727,-73.900811,205,14,2013773,2031640001,23703,BX0503
SHOP LAND DISCOUNT CORP,25 WEST TREMONT AVE,,Bronx,10453,2020,8,40.851922,-73.910883,205,14,2008621,2028690167,243,BX0501
SWEET CORNER FOOD CENTER CORP,1971 GRAND AVE,,Bronx,10453,2020,8,40.852161,-73.910789,205,14,2008620,2028690163,243,BX0501
TEAMS MARKET INC,1791 WALTON AVE,,Bronx,10453,2020,8,40.848015,-73.909927,205,14,2114111,2028500052,22701,BX0502
THREE TIMES C FOOD CORP,1707 UNIVERSITY AVE,,Bronx,10453,2020,8,40.849338,-73.917089,205,14,2088267,2028780222,21501,BX0501
TRES K DELI GRCY FRUITANDMEAT INC,125 WEST TREMONT AVE,,Bronx,10453,2020,8,40.850041,-73.913619,205,14,2008601,2028690058,243,BX0501
TU GENTE DELI AND GROCERY CORP,1801 UNIVERSITY AVE,,Bronx,10453,2020,8,40.850561,-73.91536,205,14,2009089,2028790100,24501,BX0501
VILLA TRINA FOOD CORP,70 EAST 183RD ST,,Bronx,10453,2020,8,40.858247,-73.902387,205,14,2013992,2031820031,239,BX0503
48 Burnside Food Corp (Food Dynasty Supermarket),40 W Burnside Avenue,,Bronx,10453,2022,9,40.853839,-73.909077,205,14,2008631,2028700026,243,BX0501
58 Burnside Food Corp,58 W Burnside Avenue,,Bronx,10453,2022,9,40.854163,-73.909767,205,14,2008608,2028690127,243,BX0501
151 E Tremont Food Corp (Compare Supermarket),151 E Tremont Avenue,,Bronx,10453,2022,9,40.8502,-73.906783,205,14,2007681,2028080004,23501,BX0502
183 Food Market Corp (Food Universe Supermarket),60 W 183rd Street,,Bronx,10453,2022,9,40.85917,-73.906246,205,14,2014529,2032080039,251,BX0501
1029 Food Plaza Inc,122 E 181 Street,,Bronx,10453,2022,9,40.854853,-73.903444,205,14,2013841,2031690034,241,BX0502
A B International Market Inc (African),2235 Jerome Avenue,,Bronx,10453,2022,9,40.857552,-73.904398,205,14,2014208,2031960036,239,BX0503
AD Food Corp (Antillana Supermarket),2285 Grand Concourse,,Bronx,10453,2022,9,40.857079,-73.900173,205,14,2013769,2031630026,23704,BX0503
Amor Supermarket Corp,35 W 183rd Street,,Bronx,10453,2022,9,40.85885,-73.905292,207,14,2014231,2031970016,253,BX0701
Ashley & Wilbis,2160 Walton Avenue,,Bronx,10453,2022,9,40.855644,-73.904491,205,14,2013969,2031800009,239,BX0503
BBC Deli Grocery Corp,51 E Tremont Avenue,,Bronx,10453,2022,9,40.851275,-73.908322,205,14,2007940,2028290026,241,BX0502
Bonoful Grocery Inc,7 E 182nd Street,,Bronx,10453,2022,9,40.85726,-73.904293,205,14,2014059,2031860041,239,BX0503
Charisse And Christine Enterprise Ltd (C-Town),1750 University Avenue,,Bronx,10453,2022,9,40.849322,-73.917079,205,14,2008836,2028760118,21502,BX0501
Cruz Meat Corp (Pioneer Supermarket),2262 Jerome Avenue,,Bronx,10453,2022,9,40.85815,-73.904025,205,14,2014063,2031860055,239,BX0503
Fama Food Corp (C-Town),2276 Creston Avenue,,Bronx,10453,2022,9,40.857302,-73.901203,205,14,2088406,2031630017,23704,BX0503
Franco Fruit And Vegetable,121 E Burnside Avenue,,Bronx,10453,2022,9,40.853012,-73.905221,205,14,2013846,2031690059,241,BX0502
Gava Food Corp (Bravo Supermarket),127 W Burnside Avenue,,Bronx,10453,2022,9,40.853829,-73.913899,205,14,2014850,2032210005,24502,BX0501
La Vega Food (Villa Trina Food),70 East 183rd Street,,Bronx,10453,2022,9,40.858247,-73.902387,205,14,2013992,2031820031,239,BX0503
Los Castlillos Mini Market (Supermarket),1601 University Avenue,,Bronx,10453,2022,9,40.846977,-73.920465,205,14,2008980,2028780001,21501,BX0501
Los Pinos Food Corp (Food Universe Supermarket),148 E Burnside Avenue,,Bronx,10453,2022,9,40.852452,-73.904629,205,14,2101575,2028080082,23501,BX0502
Peguero Grand Grocery Corp,2241 Grand Avenue,,Bronx,10453,2022,9,40.858176,-73.90623,205,14,2014511,2032080015,251,BX0501
Tres K Deli,125 W Tremont Avenue,,Bronx,10453,2022,9,40.850041,-73.913619,205,14,2008601,2028690058,243,BX0501
El Patio Deli Corp.,2082 Madison Avenue,,New York,10037,2022,9,40.809627,-73.93782,111,9,1054307,1017560014,206,MN1102
Lenox & 132nd Food Corp.,424 West 135th Street,,New York,10037,2022,9,40.818092,-73.950161,109,9,1084073,1019570001,21703,MN0902
Fine Fare Supermarket,48 Lenox Avenue,,New York,10037,2022,9,40.799552,-73.95145,110,9,,,186,MN1001
Golden Deli Grocery Corp.,2210 5th Avenue,,New York,10037,2022,9,40.812473,-73.937835,110,9,1053891,1017300040,212,MN1002
AJ Food Center,1 West 131th Street,,New York,10037,2022,9,40.810416,-73.939961,110,9,1053848,1017290033,208,MN1002
Exquisite Deli & Grill,521 Malcom X Blvd,,New York,10037,2022,9,,,,,,,,
FunFair Deli Corp.,537 Lenox Avenue,,New York,10037,2022,9,40.815499,-73.939852,110,9,1060002,1020060029,228,MN1002
Key Food Supermarket,592 Lenox Avenue,,New York,10037,2022,9,40.817088,-73.938669,110,9,1053937,1017370011,214,MN1002
Domingo Grocery,2591 8th Avenue,,New York,10030,2022,9,40.818518,-73.945088,110,9,1060668,1020410047,22102,MN1002
Farida Halal African Market,2529 Frederick Douglas Blvd,,New York,10030,2022,9,40.816674,-73.946433,110,9,1059463,1019600013,22102,MN1002
135th St. Deli & Grocery,266 West 135th Street,,New York,10030,2022,9,40.816213,-73.945877,110,9,1058855,1019400060,228,MN1002
3 JS Deli Grocery INC.,1098 Anderson Avenue,,Bronx,10452,2023,10,40.834714,-73.9253,204,16,2003059,2025050017,193,BX0402
53 JM Deli Grocery Corp,53 West 167th Street,,Bronx,10452,2023,10,40.836139,-73.924626,204,16,2003156,2025100001,199,BX0402
152 VM Grocery Corp,152 East 171 Street,,Bronx,10452,2023,10,40.84021,-73.91417,204,16,2007998,2028330014,223,BX0403
881 Stadium Food Corp,881 Gerard Avenue,,Bronx,10452,2023,10,40.827924,-73.924704,204,16,2002990,2024840033,195,BX0401
1289 JC Deli Grocery Corp,1289 Walton Avenue,,Bronx,10452,2023,10,40.837053,-73.917943,204,16,2002966,2024810023,22101,BX0403
1296 Rivera Grocery Inc,1296 Walton Avenue,,Bronx,10452,2023,10,40.83741,-73.917636,204,16,2008034,2028390039,22102,BX0403
1434 Food CO LLC,1434 Jerome Avenue,,Bronx,10452,2023,10,40.840986,-73.917132,204,16,2008093,2028430012,223,BX0403
1538 Deli Grocery Corp,1538 University Avenue,,Bronx,10452,2023,10,40.845806,-73.921991,205,14,2008785,2028750045,21301,BX0501
1605 Grocery and Deli Market Corp,1605 Inwood Avenue,,Bronx,10452,2023,10,40.845574,-73.915309,205,14,2008427,2028650110,217,BX0501
Alra Corp,1384 Nelson Avenue,,Bronx,10452,2023,10,40.841588,-73.922593,204,16,2098366,2025200032,211,BX0402
A&R Grocery  Deli Corp,57 East 168th Street,,Bronx,10452,2023,10,40.836717,-73.919216,204,16,2002962,2024810001,22101,BX0403
Barbara Deli Food Corp,1027 Walton Avenue,,Bronx,10452,2023,10,40.830735,-73.922027,204,16,2002939,2024770021,195,BX0401
C & C Brothers of NY,59 East 167th Street,,Bronx,10452,2023,10,40.835507,-73.920612,204,16,2003016,2024890071,197,BX0401
Deli Mini Market Corp,1472 Inwood Avenue,,Bronx,10452,2023,10,40.842095,-73.917782,204,16,2008313,2028580001,219,BX0403
Daylan Deli Corp,100 West 168th Street,,Bronx,10452,2023,10,40.838274,-73.924313,204,16,2003290,2025150025,199,BX0402
Eddie's Place African Market INC.,5 East 167th Street,,Bronx,10452,2023,10,40.836013,-73.922075,204,16,2003005,2024890001,197,BX0401
Emporium Supermarket Corp,148 East 170th Street,,Bronx,10452,2023,10,40.839055,-73.914663,204,16,2008086,2028420055,22102,BX0403
Fredarlet Deli Grocery Corp,1575 Walton Avenue,,Bronx,10452,2023,10,40.843196,-73.91336,204,16,2008126,2028450040,209,BX0403
La Mexicana Fruit and Grocery Corp,1322 Jerome Avenue,,Bronx,10452,2023,10,40.838534,-73.918895,204,16,2008044,2028400001,22101,BX0403
Lay Deli Grocery INC,125 West 165 Street,,Bronx,10452,2023,10,40.834307,-73.928173,204,16,2003263,2025140036,193,BX0402
Leudy Deli Grocery Corp,1310 Jerome Avenue,,Bronx,10452,2023,10,40.838303,-73.919091,204,16,2008025,2028390005,22101,BX0403
L S Grocery Deli Inc.,1388 Jesup Avenue,,Bronx,10452,2023,10,40.840915,-73.920978,204,16,2008657,2028720050,21302,BX0403
Los Primos Mini Market Inc.,1050 Woodycrest Avenue,,Bronx,10452,2023,10,40.833563,-73.927267,204,16,2003140,2025080022,189,BX0402
Miandav Food Corp,1187 Jerome Avenue,,Bronx,10452,2023,10,40.835731,-73.922964,204,16,2003073,2025060001,199,BX0402
New Kuku's Market Corp,111 East 167th Street,,Bronx,10452,2023,10,40.834957,-73.918994,204,16,2002850,2024650001,197,BX0401
Pascual Jorge,951 Odgen Avenue,,Bronx,10452,2023,10,,,,,,,,
Richard's Deli Grocery & Mex Product,1356 Jerome Avenue,,Bronx,10452,2023,10,40.839272,-73.918371,204,16,2092055,2028410001,22101,BX0403
San Jose Mini Market Corp,1055 Walton Avenue,,Bronx,10452,2023,10,40.831564,-73.921538,204,16,2002953,2024780064,195,BX0401
Shakespeare Deli and Grocery Inc.,1174 Shakespeare Avenue,,Bronx,10452,2023,10,40.835981,-73.923438,204,16,2003074,2025060005,199,BX0402
West 170st Deli Grocery Corp,1346 Edward L Grant Highway,,Bronx,10452,2023,10,40.840531,-73.921604,204,16,2101691,2028720040,21302,BX0403
Wanda RP Corp,104 Elliot Place,,Bronx,10452,2023,10,40.838847,-73.916185,204,16,2008061,2028410045,22102,BX0403
JLT 156 Food Corp (Bravo),156 West 170th Street,,Bronx,10452,2023,10,40.841408,-73.92466,204,16,2103169,2025220020,211,BX0402
La Dura Food Corp,73 Featherbed Lane,,Bronx,10452,2023,10,40.846355,-73.917433,205,14,2008807,2028760035,21502,BX0501
La Milagrosa,1052 Gerard Avenue,,Bronx,10452,2023,10,40.831869,-73.922365,204,16,2002943,2024780001,195,BX0401
Nicky Deli,1147 River Avenue,,Bronx,10452,2023,10,40.834399,-73.922088,204,16,2003029,2024960081,197,BX0401
711 Food Mart & Deli Corp,711 Knickerbocker Avenue,,Brooklyn,11221,2023,10,40.694203,-73.910236,304,37,3078035,3033920010,437,BK0402
Mini Market,716 Knickerbocker Avenue,,Brooklyn,11221,2023,10,40.694189,-73.91025,304,37,3077994,3033910028,437,BK0402
Woodbine Natural Deli Inc,279 Woodbine Avenue,,Brooklyn,11221,2023,10,,,,,,,,
Your Deal Food Corp,472 Wilson Avenue,,Brooklyn,11221,2023,10,40.692843,-73.911925,304,37,3077601,3033830041,415,BK0402
Linden & Wilson Corp,338 Wilson Avenue,,Brooklyn,11221,2023,10,40.695765,-73.917053,304,37,3076293,3033330031,417,BK0402
King Central Deli Inc,468 Central Avenue,,Brooklyn,11221,2023,10,40.692222,-73.914876,304,37,3077032,3033680040,415,BK0402
Banderas Food Corp,388 Central Avenue,,Brooklyn,11221,2023,10,40.693973,-73.917946,304,37,3076272,3033320040,417,BK0402
La Cana Food Corp,346 central Avenue,,Brooklyn,11221,2023,10,40.694987,-73.919737,304,37,3075894,3033140046,419,BK0402
Ranchadero Food Corp,543 Evergreen Avenue,,Brooklyn,11221,2023,10,40.689908,-73.914807,304,37,3077530,3033820001,415,BK0402
Far Deli Corp,560 Greene Avenue,,Brooklyn,11221,2023,10,40.688729,-73.948238,303,36,3050417,3017980040,251,BK0301
El Aguila Mini Market Corp,1192 Gates Avenue,,Brooklyn,11221,2023,10,40.691959,-73.919629,304,37,3076428,3033400017,399,BK0402
Laziza Deli & Grocery Corp,418 Evergreen Avenue,,Brooklyn,11221,2023,10,40.693084,-73.921871,304,37,3338488,3033130009,395,BK0402
Gm Bani Deli Grocery Corp,311 Evergreen Avenue,,Brooklyn,11221,2023,10,40.694499,-73.924354,304,37,3074680,3032750001,421,BK0401
291 Dicayagua Grocery Inc,291 Evergreen,,Brooklyn,11221,2023,10,,,,,,,,
Salt & Pepper Deli & Grill Llc,854 Bushwick Avenue,,Brooklyn,11221,2023,10,40.694154,-73.926525,304,34,3074020,3032520035,393,BK0401
Kev & J Grocery Inc,1195 Bushwick Avenue,,Brooklyn,11221,2023,10,40.688433,-73.916251,304,37,3077479,3033810001,399,BK0402
Prince Broadway Deli Corp,1432 Broadway,,Brooklyn,11221,2023,10,40.688141,-73.919706,303,41,3039723,3014840014,375,BK0302
Howard Natural Food Corp,8 Howard Avenue,,Brooklyn,11221,2023,10,40.688516,-73.921126,303,41,3346554,3014810039,375,BK0302
1291 Food Corp,1291 Broadway,,Brooklyn,11221,2023,10,40.69081,-73.924333,304,37,3326377,3032930029,395,BK0402
Tasty Gourmet And Deli Corp,1060 Greene Avenue,,Brooklyn,11221,2023,10,40.691354,-73.925396,303,41,3044197,3016230036,387,BK0302
1165 Fresh Produce Corp,1165 Broadway,,Brooklyn,11221,2023,10,40.692953,-73.928106,304,34,3387789,3032520003,393,BK0401
Best Deli And Grocery,671 Bushwick Avenue,,Brooklyn,11221,2023,10,40.697504,-73.932591,304,34,3072437,3031830003,391,BK0401
1305 Myrtle Llc,1305 Myrtle Llc,,Brooklyn,11221,2023,10,,,,,,,,
Sunrise Deli & Grill Corp,214 Central Avenue,,Brooklyn,11221,2023,10,40.697996,-73.924999,304,34,3073771,3032430042,421,BK0401
Jessica Deli Grocery Corp,418 Jefferson Avenue,,Brooklyn,11221,2023,10,40.684342,-73.940778,303,36,3052490,3018360007,275,BK0302
Inlet Market Corp,416 Monroe Street,,Brooklyn,11221,2023,10,40.686439,-73.942063,303,36,3051504,3018200043,265,BK0301
Healthy Organic Market Inc,370 Throop Avenue,,Brooklyn,11221,2023,10,40.691515,-73.94265,303,36,3049832,3017860035,261,BK0301
Cee Food Corp,844 Dekalb Avenue,,Brooklyn,11221,2023,10,40.692423,-73.942155,303,36,3049690,3017820010,281,BK0302
Prestige Gourmet Deli Corp,362  Marcus Garvey,,Brooklyn,11221,2023,10,,,,,,,,
G-O Deli Ortiz  Guarionex,268 Marcus Garvey,,Brooklyn,11221,2023,10,,,,,,,,
One Stop Deli & More,732 Marcus Garvey,,Brooklyn,11221,2023,10,,,,,,,,
Pastrami Deli & Grocery Corp,902 Dekalb Avenue,,Brooklyn,11221,2023,10,40.692702,-73.939736,303,36,3043205,3016010002,281,BK0302
Liam Deli Grocery Ny Corp,892 Dekalb Avenue,,Brooklyn,11221,2023,10,40.692601,-73.940623,303,36,3049699,3017820035,281,BK0302
Awgarey Abdullah’s+A71:A94+A71:A94,567 Jefferson Avenue,,Brooklyn,11221,2023,10,40.685022,-73.935008,303,36,3045460,3016500076,295,BK0302
Novatos Grocery Corp,228 Lewis Avenue,,Brooklyn,11221,2023,10,40.688734,-73.936205,303,36,3044235,3016240050,279,BK0302
Ameer Gourmet Deli Corp,209 Lewis Avenue,,Brooklyn,11221,2023,10,40.689288,-73.935996,303,36,3044269,3016250010,291,BK0302
Kings Gourmet Deli Inc,144 Lewis Avenue,,Brooklyn,11221,2023,10,40.692028,-73.936866,303,36,3043347,3016050039,281,BK0302
Stuyvesant Deli Grocery Corp,59 Stuyvesant Avenue,,Brooklyn,11221,2023,10,40.693937,-73.934232,303,36,3043164,3015990008,289,BK0302
Greene Market Inc,137 Stuyvesant  Avenue,,Brooklyn,11221,2023,10,40.690538,-73.933553,303,36,3043852,3016160097,291,BK0302
Lewis Deli & Grocery Corp,334 Lewis Avenue,,Brooklyn,11221,2023,10,40.684342,-73.935333,303,36,3045693,3016540042,275,BK0302
Good Times Deli & Grocery Corp,857 Greene Avenue,,Brooklyn,11221,2023,10,40.690385,-73.933983,303,36,3043787,3016150046,291,BK0302
Jazlynn Deli Grocery Corp,222 Stuyvesant Avenue,,Brooklyn,11221,2023,10,40.687387,-73.932947,303,36,3337987,3016400044,293,BK0302
Mechy Food Store Corp,895 Gates Avenue,,Brooklyn,11221,2023,10,40.688623,-73.929744,303,36,3044572,3016320079,387,BK0302
Green Deli Mart Inc,33 Patchen Avenue,,Brooklyn,11221,2023,10,40.691322,-73.927725,303,41,3043927,3016180001,387,BK0302
Patchen Deli Grocery Corp,156 Patchen Avenue,,Brooklyn,11221,2023,10,40.686134,-73.926718,303,36,3045562,3016520045,385,BK0302
Patchen Gourmet Grill Corp,139 Patchen Avenue,,Brooklyn,11221,2023,10,40.686815,-73.926829,303,41,3045312,3016480001,385,BK0302
